Elemento,Bazformo,Statuso,BRO,Oficiala difino,France,Angle,Germane,Pole,Ruse
GE/,ge-,F,BRO1: ge-,,les deux sexes réunis; ex. patr/ père ― ge/patr/o/j les parents (père et mère),of both sexes; e. g. patr/ father ― ge/patr/o/j parents,beiderlei Geschlechtes; z. B. patr/ Vater ― ge/patr/o/j Eltern; mastr/ Wirth ― ge/mastr/o/j Wirth und Wirthin,"obojej płci, np. patr/ ojciec ― ge/patr/o/j rodzice; mastr/ gospodarz ― ge/mastr/o/j gospodarstwo (gospodarz i gospodyni)","обоего пола, напр. patr/ отецъ ― ge/patr/o/j родители; mastr/ хозяинъ ― ge/mastr/o/j хозяинъ съ хозяйкой"
GELATEN/,gelaten/o,F,BRO9: gelateno,,gélatine,jelly,Gallerte,galareta,"студень, желе"
GENERACI/,generaci/o,F,BRO9: generacio,,génération,generation,"Geschlecht, Generation",pokolenie,поколѣніе
GENERAL/,general/o,F +1OA +8OA,BRO9: generalo,,général (milit.),a general,General,gienerał,генералъ
GENITIV/,genitiv/o,F,,,génitif,genitive,Genitiv,dopełniacz,родительный падежъ
GENOT/,genot/o,F,,,genette AK,genet,Genettkatze,junat,енотъ
GENT/,gent/o,F,BRO9: gento,,race,"race, kind, genus","Geschlecht, Stamm","plemię, ród AK",племя
GENU/,genu/o,F,BRO5: genuo,,genou,knee,Knie,kolano,колѣно
GEOGRAFI/ (noto),geografi/o,F +1OA +7OA,BRO9: geografio,,géographie,geography,Geographie,gieografja,географія
GEORG/,Georg/o,F +7OA,,,,,,,
GERMAN/,german/o,F +7OA,,,,,,,
GEST/,gest/i,F,BRO8: gesti,,geste,gesture,Geberde,"giest, ruch ciała","жестъ, тѣлодвиженіе"
GIPS/,gips/o,F,,,plâtre,gypsum,Gips,gips,гипсъ
GITAR/,gitar/o,F,,,guitare,guitar,Guitarre,gitara,гитара
GLACI/,glaci/o,F,BRO5: glacio,,glace,ice (natural) AK,Eis,lód,ледъ
GLACI/AĴ/,glaci/aĵ/o,F,,,glaces,ice,Gefrornes,lody,мороженное
GLAD/,glad/i,F,BRO8: gladi,,repasser (du linge),to iron AK,plätten,prasować (bieliznę) AK,гладить (бѣлье)
GLAN/,glan/o,F,,,gland,acorn,Eichel,żołądź,желудь
GLAND/,gland/o,F,,,"glande, glandule","gland, glandule",Drüse,gruczoł,железа
GLAS/,glas/o,F,BRO4: glaso,,verre (à boire),"a glass, tumbler AK",Glas (Gefäss),szklanka,стаканъ
GLAT/,glat/a,F,BRO7: glata,,"uni, lisse","smooth, glossy (not rough) AK",glatt,gładki,гладкій
GLAV/,glav/o,F,BRO9: glavo,,"glaive, épée",sword,Schwert,miecz,мечъ
GLIM/,glim/o,F,,,mica,mica AK,Glimmer,łyszczak,слюда
GLIT/,glit/i,F,BRO6: gliti,,glisser,"glide, skate, slide AK","gleiten, glitschen",ślizgać się,скользить
GLIT/IL/,glit/il/o,F,,,patin,skate,Schlittschuh,łyżwa,коньки
GLIT/VETUR/IL/,glit/vetur/il/o,F,,,traîneau,sledge AK,Schlitten,sanie,сани
GLOB/,glob/o,F,BRO7: globo,,"boule, globe",globe,Kugel,"kula, glob AK",шаръ
GLOR/,glor/o,F,BRO8: gloro,,glorifier,glorify AK,"rühmen, preisen",wysławiać,славить
GLU/,glu/o,F,BRO7: gluo,,coller,glue,leimen,kleić,клеить
GLUT/,glut/i,F,BRO8: gluti,,"avaler, engloutir",swallow (vb.),"verschlingen, verschlucken; einnehmen (Medizin) AK",połykać,глотать
GO,go,F +7OA,,"go. Nomo de la litero g, oka litero de la Esperanta alfabeto.",,,,,
GOBI/,gobi/o,F,BRO9: gobio,,goujon,gudgeon,Gründling,kiełb,пискарь
GOLF/,golf/o,F,BRO8: golfo,,"golfe, baie AK",gulf AK,"Golf, Meerbusen AK",zatoka,"бухта, заливъ"
GORĜ/,gorĝ/o,F,BRO7: gorĝo,,"gorge, gosier",throat,"Kehle, Gurgel, Hals",gardło,горло
GRACI/,graci/a,F,BRO7: gracia,,"gracieux, délié, élancé AK",slender,"graziös, zierlich AK","wysmukły, zgrabny AK",стройный
GRAD/,grad/o,F,BRO7: grado,,degré,degree,"Grad, Stufe",stopień,"градусъ, степень"
GRAF/,graf/o,F,,,comte,"earl, count",Graf,hrabia,графъ
GRAJN/,grajn/o,F,BRO8: grajno,,"grain, pépin",a grain,"Korn, Körnchen",ziarno,зерно
GRAMATIK/,gramatik/o,F,BRO9: gramatiko,,grammaire,grammar,Grammatik,gramatyka,грамматика
GRANAT/,granat/o,F,,,grenade,pomegranate,Granatapfel,granatowe jabłko,гранатное яблоко
GRAND/,grand/a,F,BRO2: granda,,grand,"great, tall",gross,"wielki, duźy","большой, великій"
GRAND/ANIM/,grand/anim/a,F,,,magnanime,magnanimous,grossmüthig,wspaniałomyślny,великодушный
GRANIT/,granit/o,F,,,granit,granite,Granit,granit,гранитъ
GRAS/,gras/o,F,BRO6: graso,,graisse,fat,Fett,tłuszcz,жиръ
GRAT/,grat/i,F,BRO9: grati,,gratter,scratch,"kratzen, ritzen",drapać,царапать
GRATUL/,gratul/i,F,BRO8: gratuli,,féliciter,congratulate,gratuliren,winszować,поздравлять
GRAV/,grav/a,F,BRO2: grava,,"grave, important AK",important,wichtig,waźny,важный
GRAVED/,graved/a,F,BRO9: graveda,,"enceinte, grosse",pregnant,schwanger,cięźarna,беременная
GRAVUR/,gravur/i,F,,,graver,"grave, engrave",graviren,rytować,гравировать
GREN/,gren/o,F,BRO5: greno,,blé,grain,"Korn, Getreide",zboże,"хлѣбъ, жито"
GREN/EJ/,gren/ej/o,F,,,grenier,granary AK,Speicher,spichrz,амбаръ
GRENAD/,grenad/o,F,,,"grenade, obus AK",grenade,Granate,granata,граната
GRI/,gri/o,F,,,gruau,hulled grain (t.e. senŝeligita greno ia); coarse oatmeal (t.e. aveno duone muelita) AK,Grütze,"kasza, krupa",крупа
GRIFEL/,grifel/o,F,,,"burin, style",slate-pencil AK,"Griffel, Stichel AK",gryfel,грифель
GRIL/,gril/o,F,,,grillon,cricket (insect),Grille,świerszcz AK,сверчокъ
GRIMAC/,grimac/i,F,BRO9: grimaci,,grimace,grimace,Grimasse,grymas,"гримаса, ужимка AK"
GRINC/,grinc/i,F,BRO9: grinci,,grincer,"gnash, grind (of teeth, etc.) AK",knirschen,zgrzytać,скрежетать
GRIZ/,griz/a,F,BRO5: griza,,gris,grey,grau,"szary, siwy","сѣрый, сѣдой"
GROS/,gros/o,F,,,groseille à maquereau,gooseberry,Stachelbeere,agrest,крыжовникъ
GROŜ/,groŝ/o,F,,,"gros (monnaie), groschen AK",groschen (coin) AK,Groschen,grosz,грошъ
GROT/,grot/o,F,BRO9: groto,,grotte,grotto AK,Grotte,grota,гротъ
GRU/,gru/o,F,BRO9: gruo,,grue (oiseau),crane (bird),Kranich,źóraw,журавль
GRUP/,grup/o,F,BRO5: grupo,,groupe,group,Gruppe,grupa,группа
GUDR/,gudr/o,F,BRO9: gudro,,goudron,tar,Theer,dziegieć,деготь
GUF/,guf/o,F,,,grand-duc,owl,Uhu,puchacz,филинъ
GUM/,gum/o,F,BRO9: gumo,,gomme,gum (product) AK,Gummi,guma,"гумми, камедь"
GURD/,gurd/o,F,,,orgue de Barbarie,"street organ, hurdy-gurdy AK",Leierkasten,katarynka,шарманка
GUST/,gust/o,F,BRO7: gusto,,goût,taste,Geschmack,"smak, gust",вкусъ
GUST/UM/,gust/um/i,F,BRO9: gustumi,,"goûter, essayer",taste (trans.) AK,"kosten, schmecken","kosztować, próbować","пробовать на вкус, отведывать AK"
GUT/,gut/o,F,BRO6: guto,,dégoutter,drop,"tropfen, triefen",kapać,капать
GUT/O,gut/o,F,,,goutte,drop,Tropfen,kropla,капля
GUVERN/,guvern/i,F,,,"gouverner, élever, éduquer un enfant AK",teach privately (act as tutor) AK,"lenken, erziehen","kierować, wychowywać","воспитывать, наставлять AK"
GVARDI/,gvardi/o,F,BRO9: gvardio,,garde,guard (subst.) (milit.) AK,Garde,gwardya,гвардія
GVID/,gvid/i,F,BRO6: gvidi,,guider,guide,"führen, leiten AK",być przewodnikiem,руководствовать
ĜARDEN/,ĝarden/o,F,BRO4: ĝardeno,,jardin,garden,Garten,ogród,садъ
ĜEM/,ĝem/i,F,BRO7: ĝemi,,gémir,groan,stöhnen,"stękać, jęczeć AK",стонать
ĜEN/,ĝen/i,F,BRO6: ĝeni,,"gêner, serrer","inconvenience, bother, disturb AK",genireu,źenować,стѣснять
ĜENTIL/,ĝentil/a,F,BRO6: ĝentila,,"gentil, poli","polite, courteous AK","höflich, artig AK",grzeczny,вѣжливый
ĜERM/,ĝerm/o,F,BRO9: ĝermo,,germe,germ AK,Keim,kiełek,ростокъ
ĜI,ĝi,F,BRO1: ĝi,,"cela, il, elle",it,"es, dieses","ono, to","оно, это"
ĜIB/,ĝib/o,F,BRO9: ĝibo,,bosse,hump,"Buckel, Höcker",garb,горбъ
ĜIRAF/,ĝiraf/o,F,,,giraffe,giraffe AK,Giraffe,źyrafa,жираффъ
ĜIS,ĝis,F,BRO1: ĝis,,"jusqu’à, jusqu’à ce que","up to, until",bis,"do, aż",до
ĜO,ĝo,F +7OA,,"ĝo. Nomo de la litero ĝ, naŭa litero de la Esperanta alfabeto.",,,,,
ĜOJ/,ĝoj/i,F,BRO2: ĝoji,,se réjouir,"rejoice, be glad AK",sich freuen,cieszyć się,радоваться
ĜU/,ĝu/i,F,BRO7: ĝui,,"jouir de, prendre plaisir à AK",enjoy AK,"geniessen, sich erquicken","uźywać, doznawać, cieszyć się",наслаждаться
ĜUST/,ĝust/a,F,BRO4: ĝusta,,"juste, exact, correct AK","right, exact, correct AK","recht, richtig",właściwy,"какъ разъ, вѣрно"
HA,ha!,F,BRO1: ha,,ah!,"ah, alas",ha! ach! AK,a! ach!,а! ахъ!
HAJL/,hajl/o,F,BRO8: hajlo,,grêle,hail,Hagel,grad,градъ
HAK/,hak/i,F,BRO7: haki,,"couper, tailler à la hache AK","hew, chop","hauen, hacken",rąbać,рубить
HAK/IL/,hak/il/o,F,,,hache,"hatchet, axe","Beil, Axt",siekiera,топоръ
HAL/,hal/o,F,BRO9: halo,,halle,"hall (market, etc.) AK",Halle,halla,зала (базарная)
HALADZ/,haladz/o,F,,,exhalaison mauvaise,"fume, exhalation AK",Dunst,"swąd, czad",угаръ
HALT/,halt/i,F,BRO3: halti,,s’arrêter,come to a stop,"anhalten, Halt machen, stocken","stawać, zatrzymywać się",останавливиться
HAMSTR/,hamstr/o,F,,,hamster,hamster,Hamster,chomik,хомякъ
HAR/,har/o,F,BRO3: haro,,"cheveu, poil AK",hair,Haar,włos,волосъ
HAR/AR/,har/ar/o,F,,,chevelure AK,periwig,Behaarung AK,peruka,парикъ
HAR/EG/,har/eg/o,F,,,soie de cochon,bristle,Borste,szczecina,щетина
HAR/LIG/,har/lig/o,F,,,tresse de cheveux,"plait, tress of hair AK",Zopf,"warkocz, kosa",коса (волосъ)
HARD/,hard/i,F,,,endurcir,harden,abhärten,hartować,закалять
HARING/,haring/o,F,BRO9: haringo,,hareng,herring,Häring,śledź,селедка
HARP/,harp/o,F,,,harpe,harp,Harfe,arfa,арфа
HAŬT/,haŭt/o,F,BRO6: haŭto,,peau,skin (subst.) AK,Haut,skóra,кожа
HAV/,hav/i,F,BRO2: havi,,avoir,have,haben,mieć,имѣть
HAVEN/,haven/o,F,BRO7: haveno,,"port, hâvre","port, harbour",Hafen,"przystań, port",гавань
HEBRE/,hebre/o,F +1OA +7OA,,,"juif, hébreu",Hebrew,Hebräer,żyd,еврей
HEDER/,heder/o,F,,,lierre,ivy,Epheu,bluszcz,плющъ
HEJM/,hejm/o,F,BRO3: hejmo,,"le chez soi, le foyer domestique AK",home,"daheim, Heimat","dom, ojczyzna",дома
HEJT/,hejt/i,F,BRO6: hejti,,"chauffer, faire du feu",heat (vb.),heizen,palić (w piecu),топить (печку)
HEL/,hel/a,F,BRO4: hela,,clair (qui n’est pas obscur),"light, clear AK","hell, grell","jasny, jaskrawy",яркій
HELP/,help/i,F,BRO2: helpi,,aider,help,helfen,pomagać,помогать
HENRIET/,Henriet/o,F +7OA,,,,,,,
HEPAT/,hepat/o,F,BRO9: hepato,,foie,liver,Leber,wątroba,печень
HERB/,herb/o,F,BRO5: herbo,,herbe,grass,Gras,trawa,трава
HERB/EJ/,herb/ej/o,F,,,"pré, prairie","meadow, green field",Wiese,łąka,лугъ
HERED/,hered/i,F,BRO8: heredi,,hériter,inherit,erben,dziedziczyć,наслѣдовать
HEREZ/,herez/o,F,,,hérésie,heresy,Ketzerei,"kacerstwo, herezja",ересь
HERNI/,herni/o,F,,,hernie,"hernia, rupture (med.) AK",Bruch (Heilk.),"ruptura, pzepuklina",грыжа
HERO/,hero/o,F,BRO8: heroo,,héros,hero AK,Held,bohater,герой
HIDRARG/,hidrarg/o,F,,,"vif-argent, mercure",quicksilver,Quecksilber,rtęć,ртуть
HIDROGEN/,hidrogen/o,F,,,hydrogène,hydrogen,Wasserstoff,wodór,водородъ
HIERAŬ,hieraŭ,F,BRO1: hieraŭ,,hier,yesterday,gestern,wczoraj,вчера
HIPOKRIT/,hipokrit/i,F,,,"feindre, faire l’hypocrite AK","feign, play the hypocrite",heucheln,być obłudnikiem,лицемѣрить
HIRUD/,hirud/o,F,,,sangsue,leech,Blutegel,pijawka,піявка
HIRUND/,hirund/o,F,BRO7: hirundo,,hirondelle,swallow (bird),Schwalbe,jaskółka,ласточка
HISKIAM/,hiskiam/o,F,,,jusquiame,henbane,Bilsenkraut,blekot AK,бѣлена
HISPAN/,hispan/o,F +7OA,,,,,,,
HISTORI/,histori/o,F,BRO4: historio,,histoire,"history, story",Geschichte,historya,исторія
HISTRIK/,histrik/o,F,,,porc-épic AK,porcupine,Stachelschwein,jeżozwierz AK,дикобразъ
HO,ho!,F,BRO1: ho,,oh!,oh!,o! ach! oh! AK,o! och!,о! охъ!
HO,ho,F +7OA,,"ho. Nomo de la litero h, deka litero de la Esperanta alfabeto.",,,,,
HODIAŬ,hodiaŭ,F,BRO1: hodiaŭ,,aujourd’hui,to-day,heute,dziś,сегодня
HOK/,hok/o,F,BRO8: hoko,,"croc, crochet",hook,"Haken, Angel",hak,крюкъ
HOM/,hom/o,F,BRO2: homo,,homme (l’espèce),man (the species) AK,Mensch,człowiek,человѣкъ
HONEST/,honest/a,F,BRO6: honesta,,honnête,honest,ehrlich,uczciwy,честный
HONOR/,honor/o,F,BRO6: honoro,,honorer,honour (vb.) AK,ehren,czcić,чтить
HONOR/O,honor/o,F,,,honneur,honour,ehren,"cześć, zaszczyt",честь
HONT/,hont/i,F,BRO6: honti,,avoir honte,be ashamed AK,sich schämen,wstydzić się,стыдиться
HOR/,hor/o,F,BRO3: horo,,heure,hour,Stunde,godzina,часъ
HORDE/,horde/o,F,BRO9: hordeo,,orge,barley,Gerste,jęczmień,ячмень
HORIZONTAL/,horizontal/o,F,BRO9: horizontalo,,horizontal,horizontal,wagerecht,poziomy,горизонтальный
HORLOĜ/,horloĝ/o,F,BRO5: horloĝo,,"horloge, montre",clock,Uhr,zegar,часы
HORTULAN/,hortulan/o,F,,,ortolan,ortolan (bird) AK,Gartenammer,"poświerka, ortolan AK",овсянка
HOSTI/,hosti/o,F,,,hostie,host (consecrated wafer) AK,Weihbrod,hostya,просвора
HOTEL/,hotel/o,F,BRO7: hotelo,,hôtel,hotel,"Herberge, Gasthaus","hotel, zajazd",гостинница
HUF/,huf/o,F,BRO8: hufo,,sabot (d’animal) AK,hoof,Huf,kopyto,копыто
HUMIL/,humil/a,F,BRO7: humila,,humble,humble,demüthig,pokorny,покорный
HUMOR/,humor/o,F,BRO7: humoro,,humeur (caractère),"temper, humour AK",Laune,humor,расположеніе духа
HUND/,hund/o,F,BRO4: hundo,,chien,dog,Hund,pies,"песъ, собака"
HUSAR/,husar/o,F,,,hussard AK,hussar,Husar,huzar,гусаръ
HUZ/,huz/o,F,,,grand esturgeon,"huso, sturgeon",Hausen,wyz,бѣлуга
ĤAOS/,ĥaos/o,F,,,chaos,chaos,Chaos,"zamęt, chaos",хаосъ
ĤEMI/,ĥemi/o,F,BRO8: ĥemio,,chimie,chemistry,Chemie,chemia,химія
ĤIMER/,ĥimer/o,F,,,chimère,chimera,Chimäre,chimera,химера
ĤO,ĥo,F +7OA,,"ĥo. Nomo de la litero ĥ, dekunua litero de la Esperanta alfabeto.",,,,,
ĤOLER/,ĥoler/o,F,,,choléra,cholera,Cholera,cholera,холера
ĤOR/,ĥor/o,F,BRO9: ĥoro,,chœur,"chorus, choir",Chor,chór,хоръ
-I,-i,F,BRO1: -i,,marque l’infinitif; ex. laŭd/i louer,termination of the intinitive in verbs; e. g. laŭd/i to praise,bezeichnet den Intinitiv; z. B. laŭd/i loben,oznacza tryb bezokoliczny słowa; np. laŭd/i chwalić,означаетъ неопредѣленное наклоненіе; напр. laŭd/i хвалить
I,i,F +7OA,,"i. Nomo de la litero i, dekdua litero de la Esperanta alfabeto.",,,,,
IA,ia,F,BRO1: ia,,"quelconque, quelque","of some kind, any AK",irgend welcher,jakiś,какой-нибудь
IAL,ial,F,BRO6: ial,,pour une raison quelconque,for some cause AK,irgend warum,dla jakiejś przyczyny,почему-нибудь
IAM,iam,F,BRO1: iam,,"jamais, un jour","at some time, ever AK","irgend wann, einst",kiedyś,когда-нибудь
IBIS/,ibis/o,F,,,ibis,ibis,Ibis,ibis AK,ибисъ
ID/,-id-,F,BRO1: -ido,,"enfant, descendant; ex. bov/ bœuf ― bov/id/ veau; Izrael/ Israël ― Izrael/id/ Israëlite","descendant, young one; e. g. bov/ ox ― bov/id/ calf","Kind, Nachkomme; z. B. bov/ Ochs ― bov/id/ Kalb; Izrael/ Israel ― Izrael/id/ Israelit","dziecię, potomek; np. bov/ byk ― bov/id/ cielę; Iszrael/ Izrael ― Izrael/id/ Izraelita","дитя, потомокъ; напр. bov/ быкъ ― bov/id/ теленокъ; Izrael/ Израиль ― Izrael/id/ израильтянинъ"
IDE/,ide/o,F +1OA +7OA,BRO4: ideo,,idée,idea,Idee,ideja,идея
IDILI/,idili/o,F,,,idylle,idyl,Idylle,sielanka,идиллія
IDOL/,idol/o,F,,,idole,idol,"Abgott, Götze AK","boźek, bałwan",идолъ
IE,ie,F,BRO1: ie,,quelque part,somewhere AK,irgend wo,gdzieś,гдѣ-нибудь
IEL,iel,F,BRO6: iel,,d’une manière quelconque,somehow AK,irgend wie,jakoś,какъ-нибудь
IES,ies,F,BRO6: ies,,de quelqu’un,someone’s AK,irgend jemandes,czyjś,чей-нибудь
IG/,-ig-,F,BRO1: -igi,,"faire...; ex. pur/ pur, propre ― pur/ig/ nettoyer; mort/ mourir ― mort/ig/ tuer (faire mourir)",to cause to be; e. g. pur/ pure ― pur/ig/ purify,"zu etwas machen, lassen; z. B. pur/ rein ― pur/ig/ reinigen; brul/ brennen (intr.;) ― brul/ig/ brennen (tr.) AK",robić czemś; np. pur/ czysty ― pur/ig/ czyścić; brul/ palić się ― brul/ig/ palić,"дѣлать чѣмъ-нибудь, заставить дѣлать; напр. pur/ чистый ― pur/ig/ чистить; brul/ горѣть ― brul/ig/ жечь"
IĜ/,-iĝ-,F,BRO1: -iĝi,,"se faire, devenir...; ex. pal/ pâle ― pal/iĝ/ pâlir; sid/ être assis ― sid/iĝ/ s’asseoir",to become; e. g. ruĝ/ red ― ruĝ/iĝ/ blush,in einen Zustand gelangen; z. B. pal/ blass ― pal/iĝ/ erblassen; sid/ sitzen ― sid/iĝ/ sich setzen AK,stawać się czemś; np. pal/ blady ― pal/iĝ/ blednąć; sid/ siedzieć ― sid/iĝ/ usiąść,"дѣлаться чѣмъ нибудь, заставить себя...; напр. pal/ блѣдный ― pal/iĝ/ блѣднѣть; sid/ сидѣть ― sid/iĝ/ сѣсть"
IĤTIOKOL/,iĥtiokol/o,F,,,colle de poisson,isinglas,Fischleim AK,karuk,рыбій клей
IL/,-il-,F,BRO1: -ilo,,instrument; ex. tond/ tondre ― tond/il/ ciseaux; paf/ tirer (coup de feu) ― paf/il/ fusil,instrument; e. g. tond/ shear ― tond/il/ scissors,Werkzeug; z. B. tond/ scheeren ― tond/il/ Scheere; paf/ schiessen ― paf/il/ Flinte,narzędzie; np. tond/ strzydz ― tond/il/ noźyce; paf/ strzelać ― paf/il/ fuzya,орудіе для...; напр. tond/ стричь ― tond/il/ ножницы; paf/ стрѣлять ― paf/il/ ружье
ILI,ili,F,BRO1: ili,,"ils, elles",they,sie (Mehrzahl),oni,"они, онѣ"
ILI/A,ili/a,F,,,leur,their,ihr,ich,ихъ
ILUMIN/,ilumin/i,F,,,illuminer,"illuminate (lamps, lights, etc.) AK",illuminiren,iluminować,иллюминовать
IMAG/,imag/i,F,BRO6: imagi,,s’imaginer AK,imagine,sich einbilden AK,wyobrażać (sobie) AK,воображать
IMIT/,imit/i,F,BRO6: imiti,,imiter,imitate,nachahmen,naśladować,подражать
IMPERI/,imperi/o,F,BRO8: imperio,,empire,empire,Kaiserreich,cesarstwo,имперія
IMPLIK/,implik/i,F,BRO9: impliki,,"impliquer, empêtrer",implicate,verwickeln,zawikłać,"запутывать, осложнять"
IMPRES/,impres/o,F,BRO8: impreso,,impression,impression,Eindruck,wraźenie,впечатлѣніе
IN/,-in-,F,BRO1: -ino,,marque le féminin; ex. patr/ père ― patr/in/ mère,ending of feminine words; e. g. bov/ ox ― bov/in/ cow,bezeichnet das weibliche Geschlecht; z. B. patr/ Vater ― patr/in/ Mutter; fianĉ/ Bräutigam ― fianĉ/in/ Braut,oznacza kobietę lub samicę AK,женскій полъ; напр. patr/ отецъ ― patr/in/ мать; fianĉ/ женихъ ― fianĉ/in/ невѣста
INCIT/,incit/i,F,BRO9: inciti,,"agacer, irriter","provoke, incite",reizen,draźnić,раздражать
IND/,-ind-,F,BRO1: -inda,,"mérite, qui mérite..., qui est digne de...; ex. laŭd/ louange laŭd/ind/ digne de louange",worthy of AK,"würdig, werth","godny, wart",достойный
INDIFERENT/,indiferent/a,F,BRO8: indiferenta,,indifférent,indifferent,gleichgültig,obojętny,равнодушный
INDIGN/,indign/i,F,BRO9: indigni,,s’indigner,be indignant AK,entrüstet sein,oburzać się,негодовать
INDULG/,indulg/i,F,BRO9: indulgi,,"être indulgent, épargner, ménager AK","be indulgent, be merciful, spare AK","nachsichtig sein, schonen AK","oszczędzać, pobłażać AK","снисходить, прощать AK"
INDUSTRI/,industri/o,F,BRO6: industrio,,industrie,industry,Industrie,przemysł,промышленность
INFAN/,infan/o,F,BRO2: infano,,enfant,child,Kind,dziecię,дитя
INFEKT/,infekt/i,F,BRO9: infekti,,"infecter, contaminer AK",infect,anstecken,zaraźać,заражать
INFER/,infer/o,F,BRO9: infero,,enfer,hell,Hölle,piekło,адъ
INFLU/,influ/i,F,BRO8: influi,,"influer, influencer AK",influence,Einfluss haben,wyvierać wpływ,вліять
INFUZ/,infuz/i,F,,,(faire) infuser (trans.) AK,infuse,"ziehen lassen, aufgiessen (Tee) AK",robić nastój AK,настаивать (настойку) AK
ING/,-ing-,F,BRO9: -ing-,,"marque l’objet dans lequel se met, ou mieux s’introduit...; ex. kandel/ chandelle ― kandel/ing/ chandelier; plum/ plume ― plum/ing/ porte-plume",holder for; e. g. kandel/ candle ― kandel/ing/ candlestick,"Gegenstand, in den etwas eingestellt, eingesetzt wird; z. B. kandel/ Kerze ― kandel/ing/ Leuchter; plum/ Feder ― plum/ing/ Federhalter","przedmiot, w który się coś wsadza, wstawia; np. kandel/ świeca ― kandel/ing/ lichtarz; plum/ pióro ― plum/ing/ obsadka do pióra","вещь, въ которую вставляется, всаживается; напр. kandel/ свѣча ― kandel/ing/ подсвѣчникъ; plum/ перо ― plum/ing/ ручка для перьевъ"
INGVEN/,ingven/o,F,,,aine,groin,"Leisten-, Weichengegend",pachwina,пахъ
INĜENIER/,inĝenier/o,F,BRO8: inĝeniero,,ingénieur,engineer,Ingenieur,inźynier,инженеръ
