Elemento,Bazformo,Statuso,BRO,Oficiala difino,France,Angle,Germane,Pole,Ruse,Hispane,Itale,Katalune,Portugale
CEL/,cel/o,F,BRO4: celo,,viser,aim,zielen,celować,цѣлиться,,,,
CELERI/,celeri/o,2OA,,,,,,,,,,,
CELULOZ/,celuloz/o,2OA,,,,,,,,,,,
CEMENT/,cement/o,F,BRO8: cemento,,"ciment, lut","cement, lute","Cement, Kitt","cement, kit",цементъ,,,,
CEND/,cend/o,1OA,,,cent (monnaie),cent (coin),Cent,cent,центъ,,,,
CENT,cent,F,BRO1: cent,,cent,hundred,hundert,sto,сто,,,,
CENTIGRAM/,centigram/o,2OA,,,,,,,,,,,
CENTILITR/,centilitr/o,2OA,,,,,,,,,,,
CENTIM/,centim/o,F +1OA +7OA,,,centime,centime,Centime,centym,центимъ,,,,
CENTIMETR/,centimetr/o,1OA,BRO9: centimetro,,centimètre,centimeter,Zentimeter,centymetr,центиметръ,,,,
CENTR/,centr/o,F +1OA +8OA,BRO7: centro,,centre,centre,Zentrum,"centrum, środek",центръ,,,,
CENTRAL/,central/o,8OA,BRO9: centralo,"central/o. Centra loko, kie oni produktas ion ĉirkaŭe distribueblan (elektron, betonon, ...) aŭ funkciigas telefonan sistemon, aŭ kie oni administras komunan agadon (sindikatoj, partioj, ...).",une centrale,"centre (of activity), (generating) station, (telephone)exchange","Zentrale, Kraftwerk, Gewerkschaftszentrale",,,central,centrale,,central
CENTRALIZ/,centraliz/i,3OA,,,centraliser,to centralize,zentralisieren,centralizować (noto),,centralizar,accentrare,,centralizar
CENZUR/,cenzur/i,1OA,,,censure,censure,Zensur,cenzura,цензура,,,,
CEP/,cep/o,8OA,BRO9: cepo,"cep/o. Legomo, specio el la genro ajlo, kulturata por sia bulbo (Latine: ""Allium cepa"").",oignon (légume),onion,Zwiebel,,,cebolla,cipolla,,cebola
CERAMIK/,ceramik-o,4OA,,,art céramique,ceramics,Töpferkunst,,,cerámica,ceramica,ceràmica (noto),cerâmica
CERB/,cerb/o,F,BRO8: cerbo,,cerveau,brain,Gehirn,mózg,мозгъ,,,,
CEREMONI/,ceremoni/o,1OA,,,cérémonie,ceremony,Zeremonie,ceremonja,церемонія,,,,
CERT/,cert/a,F,BRO3: certa,,certain,"certain, sure","sicher, gewiss  AK","pewny, znany","вѣрный, извѣстный",,,,
CERT/IG/,cert/ig/i,F,,,assurer,assure,versichern,zapewniać,увѣрять,,,,
CERV/,cerv/o,F,BRO9: cervo,,cerf,deer,Hirsch,jeleń,олень,,,,
CETER/,ceter/a,F,BRO5: cetera,,autre (le reste),"rest, remainder",übrig,pozostały,прочій,,,,
CI,ci,F,,,"tu, toi,",thou,du,ty,ты,,,,
CI/A,ci/a,F,,,"ton, ta","thy, thine",dein,twój,твой,,,,
CIC/,cic/o,9OA,,"cic/o. Elstaraĵo ĉe la mamo de homoj kaj aliaj mamuloj, tra kiu ĉe inoj la idoj suĉas lakton. cic/um/o. Longa cicoforma botelkovrilo kun truo ĉe la pinto, tra kiu infano suĉas lakton.",,,,,,,,,
CIDONI/,cidoni/o,2OA,,,coing,quince,Quitte,,,,,,
CIDR/,cidr/o,1OA,,,cidre,cider,"Zider, Apfelwein",cydr,сидръ,,,,
CIFER/,cifer/o,F,BRO6: cifero,,chiffre,"a cipher, numerical figure  AK",Ziffer,cyfra,цифра,,,,
CIFER/PLAT/,cifer/plat/o,F,,,cadran,dial,Zifferblatt,tarcza zegarowa,циферблатъ,,,,
CIGAN/,cigan/o,1OA,,,tzigane,gypsy,Zigeuner,cygan,цыганъ,,,,
CIGAR/,cigar/o,F,BRO9: cigaro,,cigare,cigar,Cigarre,cygaro,сигара,,,,
CIGARED/,cigared/o,F,BRO7: cigaredo,,cigarette,cigarette,Cigarette,papieros,папироса,,,,
CIGN/,cign/o,F,BRO9: cigno,,cygne,swan,Schwan,łabędź,лебедь,,,,
CIKAD/,cikad/o,2OA,BRO9: cikado,,cigale,cicada,Cikade,,,,,,
CIKATR/,cikatr/o,F,BRO9: cikatro,,cicatrice  AK,"scar, cicatrice",Narbe,blizna,рубецъ,,,,
CIKL/,cikl/o,2OA,BRO7: ciklo,,,,,,,,,,
CIKLON/,ciklon/o,2OA,,,,,,,,,,,
CIKLOP/,ciklop/o,2OA,,,,,,,,,,,
CIKONI/,cikoni/o,F,BRO9: cikonio,,cigogne,stork,Storch,bocian,аистъ,,,,
CIKORI/,cikori/o,F,,,chicorée,chicory,Cichorie,cykorya,цикорія,,,,
CIKUT/,cikut/o,1OA,,,ciguë,hemlock,Schierling,cykuta,цикута,,,,
CILINDR/,cilindr/o,1OA,,,cylindre,cylinder,Zylinder,cylinder,цилиндръ,,,,
CIM/,cim/o,F,,,punaise,bug,Wanze,pluskwa,клопъ,,,,
CIMBAL/,cimbal/o,F,,,cymbale,cymbal,Cymbel,cymbały,кимвалы,,,,
CINABR/,cinabr/o,F,,,cinabre,cinnabar,Zinnober,cynober,киноварь,,,,
CINAM/,cinam/o,F,BRO9: cinamo,,cannelle,cinnamon,Zimmt,cynamon,корица,,,,
CINDR/,cindr/o,F,BRO9: cindro,,cendre,"ash, cinder",Asche,popiół,пепелъ,,,,
CINIK/,cinik/a,2OA,,,,,,,,,,,
CIPRES/,cipres/o,F,,,cyprès,cypress,Cypresse,cyprys,кипарисъ,,,,
CIR/,cir/o,F,BRO9: ciro,,cirage,shoe-polish,Wichse,szuwaks,вакса,,,,
CIRK/,cirk/o,1OA,,,cirque,circus,Zirkus,cyrk,циркъ,,,,
CIRKEL/,cirkel/o,F,BRO9: cirkelo,,compas  AK,compasses (geom.)  AK,Zirkel (Instrument),cyrkiel,циркуль,,,,
CIRKL/,cirkl/o,8OA,BRO9: cirklo,"cirkl/o. La lokaro de ĉiuj punktoj en ebeno, kiuj havas fiksan distancon al donita punkto, nomata la centro.",cercle,circle,Kreis,,,círculo,circolo,,circunferência
CIRKONSTANC/,cirkonstanc/o,F,BRO8: cirkonstanco,,cirkonstance,circumstance,Umstand,okoliczność,обстоятельство,,,,
CIRKUL/,cirkul/i,3OA,BRO9: cirkuli,,circuler,to circulate,zirkulieren,cyrkulować (noto),,circular,circolare,,circular
CIRKULER/,cirkuler/o,F,BRO9: cirkulero,,circulaire,circular,Cirkular,okólnik,циркуляръ,,,,
CIRKUMCID/,cirkumcid/i,9OA,,"cirkumcid/i. Detranĉi parton de la haŭta refaldo, kiu ĉirkaŭas la kapon de peniso (la glanon) por lasi tiun libera (pro higienaj, medicinaj aŭ religiaj kialoj): cirkumcidi infaneton.",,,,,,,,,
CIRKUMFLEKS/,cirkumfleks/o,2OA,,,,,,,,,,,
CIRKVIT/,cirkvit/o,8OA,BRO9: cirkvito,"cirkvit/o. La vojo, laŭ kiu kurento povas cirkuli.",circuit (électrique),circuit (electric),"Stromkreis, Leitung",,,circuito (eléctrico),circuito (elettrico),,circuito (eléctrico)
CISTERN/,cistern/o,3OA,,,citerne,cistern,Zisterne,cysterna,,cisterna,cisterna,,cisterna
CIT/,cit/i,F,BRO8: citi,,citer,"cite, quote, name  AK",citiren,"przytaczać, cytować",цитировать,,,,
CITADEL/,citadel/o,1OA,,,citadelle,citadel,Zitadelle,cytadela,цитадель,,,,
CITR/,citr/o,F,,,cithare,"cithern, zithern  AK",Zither,cytra,цитра,,,,
CITRON/,citron/o,F,BRO7: citrono,,citron,lemon,Citrone,cytryna,лимонъ,,,,
CIVIL/,civil/a,1OA,BRO9: civila,,civil,civil (non-military),zivil,cywilny,гражданскій,,,,
CIVILIZ/,civiliz/i,F,BRO8: civilizi,,civiliser  AK,civilize  AK,"zivilisieren, aufklären  AK",cywilizować  AK,просвѣщать,,,,
CIVILIZACI/,civilizaci/o,3OA,,,civilisation,civilisation,Zivilisation,cywilizacja,,civilización (noto),civilizzazione,,civilização (noto)
CIVIT/,civit/o,3OA,BRO9: civito,,cité,city,Stadt,,,ciudad,città,,cidade
CO,co,F +7OA,,"co. Nomo de la litero c, tria litero de la Esperanta alfabeto.",,,,,,,,,
COL/,col/o,F,,,pouce (mesure)  AK,inch,Zoll (Mass),cal,дюймъ,,,,
ĈAGREN/,ĉagren/i,F,BRO8: ĉagreni,,chagriner,"vex, annoy  AK",verdriessen,martwić,"причинять досаду, огорчать  AK",,,,
ĈAM/,ĉam/o,F,,,chamois,wild goat,Gemse,"dzika koza, giemza",серна,,,,
ĈAMBELAN/,ĉambelan/o,F,,,chambellan,chamberlain,Kammerherr,szambelan,камергеръ,,,,
ĈAMBR/,ĉambr/o,F,BRO2: ĉambro,,chambre,"room, chamber  AK",Zimmer,pokój,комната,,,,
ĈAMPAN/,ĉampan/o,F,,,champagne (vin de),champagne,Champagner,szampan,шампанское,,,,
ĈAMPION/,ĉampion/o,9OA,,"ĉampion/o. Venkinto en grava sportokonkurso (urba, landa, tutmonda...).",,,,,,,,,
ĈAN/,ĉan/o,F,,,chien de fusil,cock (of a gun)  AK,Hahn (am Schiessgewehre),kurek (przy fuzji)  AK,курокъ,,,,
ĈAP/,ĉap/o,F,BRO7: ĉapo,,bonnet,"cap, bonnet  AK",Mütze,czapka,шапка,,,,
ĈAPEL/,ĉapel/o,F,BRO4: ĉapelo,,chapeau,hat,Hut,kapelusz,шляпа,,,,
ĈAPITR/,ĉapitr/o,F,BRO6: ĉapitro,,chapitre,chapter,Kapitel,rozdział,глава (книги),,,,
ĈAR/,ĉar/o,2OA,BRO9: ĉaro,,char,car,Karren,,,,,,
ĈAR,ĉar,F,BRO1: ĉar,,"car, parce que","for, since, because  AK","weil, denn, da","albowiem, ponieważ","ибо, такъ какъ",,,,
ĈARLATAN/,ĉarlatan/o,F,,,charlatan,charlatan,Charlatan,szalbierz,"шарлатан, мошенник  AK",,,,
ĈARM/,ĉarm/a,F,BRO7: ĉarma,,charmant,charm,anmuthig,"uroczy, miły  AK","милый, очаровательный  AK",,,,
ĈARNIR/,ĉarnir/o,F,,,"charnière, gond  AK",hinge  AK,Charnier,szarnier  AK,шарниръ,,,,
ĈARPENT/,ĉarpent/i,F,,,charpenter,do carpenter’s work,zimmern,ciosać,плотничать,,,,
ĈARPENT/IST/,ĉarpent/ist/o,F,,,charpentier,carpenter,Zimmermann,cieśla,плотникъ,,,,
ĈARPI/,ĉarpi/o,F,,,charpie,lint for a wound,Charpie,skubanka,корпія,,,,
ĈAS/,ĉas/i,F,BRO6: ĉasi,,chasser (vénerie),hunt,"jagen, Jagd machen",polować,охотиться,,,,
ĈAS/AĴ/,ĉas/aĵ/o,F,,,gibier,"game, venison",Wild,zwierzyna,дичь,,,,
ĈASI/,ĉasi/o,9OA,,"ĉasi/o. Baza framo de rada veturilo, portanta karoserion, motoron, aksojn, radojn ktp.",,,,,,,,,
ĈAST/,ĉast/a,F,,,chaste,chaste,"züchtig, keusch","niepokalany, czysty",цѣломудренный,,,,
ĈE,ĉe,F,BRO1: ĉe,,"chez, à, en présence de  AK",at,"bei, zu  AK","u, przy","у, при",,,,
ĈEF/,ĉef-,F,BRO1: ĉef-,,principal,"chief (adj.), head  AK","Haupt, Chef","szef, główny","глава, главный",,,,
ĈEF/EPISKOP/,ĉef/episkop/o,F,,,archevêque,archbishop,Erzbischof,arcybiskup,архіепископъ,,,,
ĈEK/,ĉek/o,1OA,BRO8: ĉeko,,chèque,cheque,"Scheck, Zahlschein",czek,чекъ,,,,
ĈEL/,ĉel/o,F,BRO9: ĉelo,,ceilule,cell,Zelle,"cela, komórka","ячея, ячейка, келья",,,,
ĈEMIZ/,ĉemiz/o,F,BRO6: ĉemizo,,chemise,shirt,Hemd,koszula,сорочка,,,,
ĈEN/,ĉen/o,F,BRO8: ĉeno,,chaine,chain,Kette,łańcuch,цѣпь,,,,
ĈERIZ/,ĉeriz/o,F,BRO8: ĉerizo,,cerise,cherry,Kirsche,wiśnia,вишня,,,,
ĈERK/,ĉerk/o,F,BRO9: ĉerko,,cercueil,coffin,Sarg,trumna,гробъ,,,,
ĈERP/,ĉerp/i,F,BRO8: ĉerpi,,puiser,"draw (water, etc.)  AK",schöpfen (z. B. Wasser),czerpać,черпать,,,,
ĈES/,ĉes/i,F,BRO5: ĉesi,,cesser (intr.)  AK,"cease, desist",aufhören,przestać  AK,переставать,,,,
ĈEVAL/,ĉeval/o,F,BRO3: ĉevalo,,cheval,horse,Pferd,koń,конь,,,,
ĈEVRON/,ĉevron/o,4OA,,,chevron (arch.),rafter,Dachsparren,,,"cabrio, cabrial, cabriol","corrente, travicello (del tetto)",coster de sostre,asna
ĈI,ĉi,F,BRO1: ĉi,,ce qui est le plus près; ex. tiu celui-là ― tiu ĉi celui-ci,denotes proximity; e. g. tiu that ― tiu ĉi this; tie there ― tie ĉi here,die nächste Hinweisung; z. B. tiu jener ― tiu ĉi dieser; tie dort ― tie ĉi hier,określenie najbliższe; np. tiu tamten ― tiu ĉi ten; tie tam ― tie ĉi tu,ближайшее указаніе; напр. tiu тотъ― tiu ĉi этотъ; tie тамъ ― tie ĉi здѣсь,,,,
ĈIA,ĉia,F,BRO1: ĉia,,chaque,"every, every kind of  AK","jedweder, jeglicher",wszelaki,"всякій, всяческій",,,,
ĈIAL,ĉial,F +7OA,BRO9: ĉial,"ĉial. El ĉia kaŭzo, motivo.",,,,,,,,,
ĈIAM,ĉiam,F,BRO1: ĉiam,,toujours,always,immer,zawsze,всегда,,,,
ĈIE,ĉie,F,BRO1: ĉie,,partout,everywhere,überall,wszędzie,повсюду,,,,
ĈIEL/,ĉiel/o,F,BRO3: ĉielo,,ciel,"sky, heaven  AK",Himmel,niebo,небо,,,,
ĈIEL,ĉiel,F,BRO6: ĉiel,,de chaque (toute) manière,in every manner,auf jede Weise,wszelkim sposobem,всячески,,,,
ĈIEL/ARK/,ĉiel/ark/o,F,,,arc-en-ciel,rainbow  AK,Regenbogen,tęcza,радуга,,,,
ĈIEL/IR/,ĉiel/ir/o,F,,,Ascension,Ascension,Himmelfahrt Christi,Wniebowstąpienie,Вознесеніе Господне,,,,
ĈIES,ĉies,F +7OA,BRO9: ĉies,ĉies. Apartenanta al ĉiu.,,,,,,,,,
ĈIF/,ĉif/i,F,BRO9: ĉifi,,"froisser, chiffonner","crumple, tumble  AK","zerknittern, zerknüllen",miętosić,мять,,,,
ĈIFON/,ĉifon/o,F,BRO7: ĉifono,,chiffon,rag,"Lappen, Lumpen","szmata, łachman  AK",лоскутъ,,,,
ĈIFR/,ĉifr/o,3OA,,,chiffre (écriture secrète),cipher,Chiffre,,,cifra,scrittura cifrata,,cifra
ĈIKAN/,ĉikan/i,F,,,chicaner  AK,"cavil at, gossip mischievously  AK",schikanieren  AK,rozsiewac plotki,сплетничать,,,,
ĈIMPANZ/,ĉimpanz/o,9OA,,"ĉimpanz/o. Senvosta simio homsimila kun grandaj elstaraj oreloj, kaj kun brakoj pli longaj ol la kruroj, malhelhara, vivanta en centra kaj okcidenta Afriko. (Pan troglodytes.)",,,,,,,,,
ĈIN/,ĉin/o,9OA,,"ĉin/o 1 Ano de la ĉefgento de Ĉinujo. 2 (vastasence) Ĉinujano. Ĉin/uj/o. Lando en orienta Azio, ĉe la Flava Maro, la Orientĉina Maro kaj la Sudĉina Maro, inter Rusujo kaj Birmo. Internacia landokodaĵo: CN.",,,,,,,,,
ĈIO,ĉio,F,BRO1: ĉio,,tout,everything,alles,wszystko,все,,,,
ĈIOM,ĉiom,F +7OA,BRO9: ĉiom,ĉiom. Tutkvante.,,,,,,,,,
ĈIRKAŬ,ĉirkaŭ,F,BRO1: ĉirkaŭ,,"autour de, environ","about, around","um, herum, gegen","około, dokoła","около, кругомъ",,,,
ĈIRKAŬ/AĴ/,ĉirkaŭ/aĵ/o,F,,,alentours,environs,Umgegend,okolica,окрестность,,,,
ĈIRKAŬ/I,ĉirkaŭ/i,F,,,entourer,"encircle, environ",umgeben,otaczać,окружать,,,,
ĈIRKAŬ/MAN/,ĉirkaŭ/man/o,F,,,bracelet,bracelet,Armband,bransoletka,браслетъ,,,,
ĈIRKAŬ/O,ĉirkaŭ/o,F,,,"circuit, enceinte",circumference,"Umfang, Umkreis",obwód,окружность,,,,
ĈIRKAŬ/PREN/,ĉirkaŭ/pren/i,F,,,embrasser,embrace,umarmen,"obejmować, ściskać",обнимать,,,,
ĈIRKAŬ/SKRIB/,ĉirkaŭ/skrib/i,F,,,circonscrire,circumscribe,umschreibcn,opisywać,описывать,,,,
ĈIU,ĉiu,F,BRO1: ĉiu,,chacun,"each, every one","jeder, jedermann  AK","wszystek, każdy","всякій, каждый",,,,
ĈIU/J,ĉiu/j,F,,,tous,all,alle,wszyscy,всѣ,,,,
ĈIZ/,ĉiz/i,F,,,creuser avec le ciseau,"carve, chisel  AK","meisseln, ziselieren  AK",dłutem obrabiać  AK,долбить,,,,
ĈJ/,-ĉj-,F,BRO9: -ĉj-,,après les 1-5 premières lettres d’un prénom masculin lui donne un caractère diminutif et caressant; ex. Miĥael/ ― Mi/ĉj/,affectionate diminutive of masculine names; e.g. Johan/ John ― Jo/ĉj/ Johnnie,den 1-5 Buchstaben eines männlichen Eigennamens beigefügt verwandelt diesen in ein Kosewort; z. B. Miĥael/ ― Mi/ĉj/; Aleksandr/ ― Ale/ĉj/,dodane do pierwszych 1-5 liter imenia własnego męzkiego rodzaju zmienia je w pieszczotliwe; np. Miĥael/ ― Mi/ĉj/; Aleksandr/ ― Ale/ĉj/,"приставленное къ первымъ 1-5 буквамъ имени собственнаго мужскаго пола, превращаетъ его въ ласкательное; напр. Miĥael/ ― Mi/ĉj/; Aleksandr/ ― Ale/ĉj/",,,,
ĈO,ĉo,F +7OA,,"ĉo. Nomo de la litero ĉ, kvara litero de la Esperanta alfabeto.",,,,,,,,,
ĈOKOLAD/,ĉokolad/o,F,BRO7: ĉokolado,,chocolat,chocolate,Chocolade,czekolada,шоколадъ,,,,
ĈU,ĉu,F,BRO1: ĉu,,"est-ce que, si (inter. ind.)  AK",whether,ob,czy,"ли, развѣ",,,,
DA,da,F,BRO1: da,,"de (après les mots marquant mesure, poids, nombre)","is used instead of de after words expressing weight or measure; e. g. funt/o da viand/o a pound of meat, glas/o da te/o a cup of tea","(nach Mass, Gewicht u. drgl. bezeichnenden Wörtern); z. B. kilogram/o da viand/o ein Kilogramm Fleisch; glas/o da te/o ein Glass Thee  AK","zastępuje przypadek drugi (po słowach oznaczających miarę, wagę i. t. p.); np. kilogram/o da viand/o kilogram mięsa; glas/o da te/o szklanka herbaty","(послѣ словъ, означающихъ мѣру, вѣсъ и т. д.) замѣняетъ родительный падежъ; напр. kilogram/o da viand/o килограмъ мяса; glas/o da te/o стаканъ чаю",,,,
DAKTIL/,daktil/o,F,BRO9: daktilo,,datte,date (fruit),Dattel,daktyl,финикъ,,,,
DALI/ (bot.),dali/o,2OA,,,,,,,,,,,
DAM/,dam/o,F,,,,,,,,,,,
DAM/O/J,dam/o/j,F,,,jeu de dames,draughts,Damenspiel,warcaby,шашки (игра),,,,
DAMASK/,damask/o,F,,,damas,damask,Damast,adamaszek,камка (камчатный)  AK,,,,
DAN/,dan/o,8OA,,,,,,,,,,,
DANC/,danc/i,F,BRO6: danci,,danser,dance,tanzen,tańczyć,танцовать,,,,
DAND/,dand/o,F,BRO9: dando,,petit-maître,dandy,Stutzer,"fircyk, elegant",франтъ,,,,
DANĜER/,danĝer/o,F,BRO5: danĝero,,danger,danger,Gefahr,niebezpieczeństwo,опасность,,,,
DANK/,dank/i,F,BRO3: danki,,remercier,thank,danken,dziękować,благодарить,,,,
DAT/,dat/o,F,BRO7: dato,,date,date,Datum,data,число (мѣсяца),,,,
DATIV/,dativ/o,F,,,datif,dative,Dativ,celownik,дательный падежъ,,,,
DATUR/,datur/o,F,,,datura,"thorn-apple, datura  AK",Stechapfel,"bieluń, dziędzierzava",дурманъ,,,,
DAŬR/,daŭr/o,F,BRO4: daŭro,,"durer, continuer  AK",last (intr.)  AK,dauern,trwać,продолжаться,,,,
DAŬR/IG/,daŭr/ig/i,F,BRO7: daŭrigi,,continuer,continue,fortsetzen,dalej ciągnąć,продолжать,,,,
DE,de,F,BRO1: de,,de,"of, from","von, von...an, seit; kennzeichnet auch den Genitiv  AK",od; zastępuje też dopełniacz,от; образует также родительный падеж  AK,,,,
DE/FLU/IL/,de/flu/il/o,F,,,"rigole, égout, cannelure","gutter, channel",Rinne,rynna,водостокъ,,,,
DE/LOG/,de/log/i,F,,,séduire,seduce,verführen,uwieść  AK,обольщать,,,,
DE/PAG/,de/pag/o,F,,,impôt,duty,"Abgabe, Zoll  AK",podatek,"подать, пошлина",,,,
DE/PEND/,de/pend/i,F,BRO8: dependi,,dépendre,"depend, hang from  AK",abhängen,zaleźeć,зависѣть,,,,
DE/TEN/,de/ten/i,F,BRO9: deteni,,retenir,"abstain from, restrain  AK","enthalten, abhalten",zatrzymywać,удерживать,,,,
DE/VEN/,de/ven/i,F,,,descendre,"be derived from, originate from  AK",abstammen,pochodzić,происходить,,,,
DEBAT/,debat/o,2OA,,,,,,,,,,,
DEBET/,debet/o,3OA,BRO9: debeto,,"compte débiteur, débit, débet",debit,"Debet, Soll",,,"debe, débito (noto)",debito,,
DEC/,dec/i,F,BRO9: deci,,"être convenable, convenir, être séant  AK","be fitting, proper  AK","(sich) gebühren, sich schicken  AK",być przyzwoitym  AK,надлежать,,,,
DECEMBR/,Decembr/o,F,BRO5: Decembro,,Décembre,December,December,Grudzień,Декабрь,,,,
DECID/,decid/i,F,BRO5: decidi,,décider,decide,"entscheiden, beschliessen",rozstrzygać,рѣшать,,,,
DECIGRAM/,decigram/o,2OA,,,,,,,,,,,
DECILITR/,decilitr/o,2OA,,,,,,,,,,,
DECIMAL/,decimal/a,2OA,,,,,,,,,,,
DECIMETR/,decimetr/o,2OA,,,,,,,,,,,
DEĈIFR/,deĉifr/i,F,,,déchiffrer,decipher,entziffern,"odczytać, odcyfrować  AK",дешифрировать,,,,
DEDIĈ/,dediĉ/i,F,BRO8: dediĉi,,"vouer, dédier",dedicate,widmen,"poświęcać, dedykować",посвящать,,,,
DEDUKT/,dedukt/i,3OA,,,déduire (déduction),to deduce (deduction),"deduzieren, folgern (Deduktion)",,,deducir,dedurre,,deduzir
DEFEND/,defend/i,F,BRO6: defendi,,défendre,defend,vertheidigen,bronić,защищать,,,,
DEFI/,defi/i,9OA,,"defi/i. Inviti aŭ provoki al batalo, konkurso k.s. prezentante sin mem kiel kontraŭulon: defii boksan ĉampionon; defii iun batali; defii iun je/al batalo; defii amikon ŝakludi; (figure) ŝakludo defias la intelekton.",,,,,,,,,
DEFICIT/,deficit/o,1OA,BRO8: deficito,,déficit,deficit,Defizit,deficyt,дефицитъ,,,,
DEFINITIV/,definitiv/a,1OA,,,définitif,definitive,definitiv,ostateczny,окончательный,,,,
DEGEL/,degel/i,F,BRO8: degeli,,dégeler (se),thaw,aufthauen,"tajać, odmarzać  AK",таять,,,,
DEGENER/,degener/i,F,,,dégénérer,degenerate,ausarten,wyradzać się,вырождаться,,,,
DEGRAD/,degrad/i,F,,,dégrader,degrade,degradiren,degradować (noto),разжаловать,,,,
DEĴOR/,deĵor/i,F,BRO9: deĵori,,être de service,"be on duty, on service  AK",den Dienst haben,deżurować,дежурить,,,,
DEK,dek,F,BRO1: dek,,dix,ten,zehn,dziesięć,десять,,,,
DEKADENC/,dekadenc/o,3OA,,,décadence,decadence,Dekadenz,dekadencja,,decadencia,decadenza,,decadencia
DEKAGRAM/,dekagram/o,2OA,,,,,,,,,,,
DEKALITR/,dekalitr/o,2OA,,,,,,,,,,,
DEKAMETR/,dekametr/o,2OA,,,,,,,,,,,
DEKAN/,dekan/o,1OA,,,doyen,dean,Dekan,dziekan,деканъ,,,,
DEKLAM/,deklam/i,1OA,,,déclamer,declaim,deklamieren,deklamować,декламировать,,,,
DEKLAR/,deklar/i,1OA,BRO8: deklari,,déclarer,declare,deklarieren,oświadczyć,объявить,,,,
DEKLARACI/,deklaraci/o,3OA,,,déclaration,declaration,"Deklaration, Erklärung",deklaracja,,declaración (noto),dichiarazione,,declaração (noto)
DEKLINACI/,deklinaci/o,F,,,décliner,decline (gram.)  AK,decliniren,przypadkować,склонять (граммат.),,,,
DEKLIV/,dekliv/o,F,BRO7: deklivo,,"pente, rampe  AK",declivity,Abhang,pochyłość,покатость,,,,
DEKOLT/,dekolt/i,1OA,,,décolleter,bare the neck,ausschneiden (das Kleid am Hals),dekoltować,декольтировать,,,,
DEKORACI/,dekoraci/o,3OA,BRO8: dekoracio,,"décors, décoration","scenery, decorations",Dekoration,dekoracja,,decoración (noto),"scenario, decorazione",,decoração (noto)
DEKRET/,dekret/o,1OA,,,décret,decree,Dekret,dekret,декретъ,,,,
DEKSTR/,dekstr/a,F,BRO3: dekstra,,"droit, droite",right-hand,recht,prawy,правый,,,,
DELEG/,deleg/i,1OA,BRO8: delegi,,déléguer,delegate,abordnen,delegować,делегировать,,,,
DELEGACI/,delegaci/o,3OA,,,délégation,delegation,Delegation,delegacja,,delegación (noto),delegazione,,delegação (noto)
DELFEN/,delfen/o,F,,,dauphin (zool.)  AK,dolphin,Delphin,delfin,дельфинъ,,,,
DELIKAT/,delikat/a,F,BRO6: delikata,,"délicat, fin  AK","delicate, fine","fein, zart",delikatny,нѣжный,,,,
DELIR/,delir/i,F,BRO9: deliri,,délirer  AK,"be delirious, rave  AK","irre reden, wahnsinnig sein  AK",majaczyć,бредить,,,,
DELT/,delt/o,9OA,,"delt/o 1 La kvara litero de la greka alfabeto: Δ, δ. 2 Pli-malpli triangula ebenaĵo, kiu estas formita el materialo alportita de la akvofluo, kaj tra kiu disbranĉiĝas rivero ĉe sia enfluo en maron aŭ lagon.",,,,,,,,,
DEMAGOG/,demagog/o,2OA,,,,,,,,,,,
DEMAGOGI/,demagogi/o,3OA,,,démagogie,demagogy,Demagogie,,,demagogia,demagogia,,demagogia
DEMAND/,demand/i,F,BRO2: demandi,,"demander, questionner",ask (a question)  AK,fragen,pytać,спрашивать,,,,
DEMOGRAFI/,demografi/o,9OA,,"demografi/o 1 Scienco pri la konsisto de la loĝantaro kaj pri ĝia evoluo. 2 Informoj pri la nombro, konsisto kaj loka distribuo de la loĝantaro, kaj pri tendencoj de ilia evoluo: demografio de la urboj; demografio de la kamparaj regionoj.",,,,,,,,,
DEMOKRAT/,demokrat/o,2OA,,,,,,,,,,,
DEMOKRATI/,demokrati/o,8OA,,"demokrati/o. Reĝimo, en kiu la politika povo apartenas, jen pere, jen senpere al la popolo, kaj en kiu estas plej fortaj la sendistinge egaligaj tendencoj.",démocratie,democracy,Demokratie,,,democracia,democrazia,,democracia
